MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Building Materials,Decking & Railing,Railing Systems & Components,,73019516,Finyline Wh 10' Fl Rail Kit Rd - w/Black Alum Balusters,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,,,,73019516,,Building Materials>Decking & Porch>Railing,"Rail Kit, 73019516, 10 ' Fl ft Length, 36 in Height, aluminum",RAIL KIT 10 ' FLFT 36IN ALUM BLK RD BLK,"73019516 Rail Kit, 10 ' Fl ft Length, 36 in Height, aluminum, Black Baluster Style, Rd Orientation, Black, Wh Assembly","Rail Kit, 10 ' Fl ft Length, 36 in Height, aluminum, Black Baluster Style, Rd Orientation, Black, Wh Assembly","Rail Kit, 10 ' Fl ft Length, 36 in Height, aluminum, Black Baluster Style, Rd Orientation, Black, Wh Assembly",,10 ' Fl ft,36 in,,,,,,,,,,,,,,,,,,,,,,,,Rail Kit,Product Name,rail kit,,Length,10 ' Fl,ft,Height,36,in,Material,aluminum,,Baluster Style,Black,,Orientation,Rd,,Color,Black,,Assembly,Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30151800,,,,,,10 ' Fl,ft,36,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Railing Systems & Components,,543300256,6' Black Select Classic Horiz - Rail w/Rnd Black Alum Baluster,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX,,543300256,,Building Materials>Decking & Porch>Railing,"Boise Cascade Building Materials TREX, Rail, 543300256, aluminum",RAIL ALUM RND BLK,"TREX 543300256 Rail, aluminum, Rnd Baluster Style, Black, Select Classic Horiz Assembly","TREX Rail, aluminum, Rnd Baluster Style, Black, Select Classic Horiz Assembly","Rail, aluminum, Rnd Baluster Style, Black, Select Classic Horiz Assembly",,,,,,,,,,,,,,,,,,,,,,,,,,,Rail,Product Name,Rail,,Length,,,Height,,,Material,aluminum,,Baluster Style,Rnd,,Orientation,,,Color,Black,,Assembly,Select Classic Horiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30151800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Railing Systems & Components,,543300276,8' Black Select Classic Horiz - Rail w/Rnd Black Alum Baluster,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX,,543300276,,Building Materials>Decking & Porch>Railing,"Boise Cascade Building Materials TREX, Rail, 543300276, aluminum",RAIL ALUM RND BLK,"TREX 543300276 Rail, aluminum, Rnd Baluster Style, Black, Select Classic Horiz Assembly","TREX Rail, aluminum, Rnd Baluster Style, Black, Select Classic Horiz Assembly","Rail, aluminum, Rnd Baluster Style, Black, Select Classic Horiz Assembly",,,,,,,,,,,,,,,,,,,,,,,,,,,Rail,Product Name,Rail,,Length,,,Height,,,Material,aluminum,,Baluster Style,Rnd,,Orientation,,,Color,Black,,Assembly,Select Classic Horiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30151800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,73045028,Custom Finyline Wh Gate Sq Bal,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,,,,73045028,,,"Wh Gate Sq Bal, 73045028",WH GATE SQ BAL,73045028 Wh Gate Sq Bal,Wh Gate Sq Bal,Wh Gate Sq Bal,,,,,,,,,,,,,,,,,,,,,,,,,,,Wh Gate Sq Bal,Product Name,Wh Gate Sq Bal,,Brand,,,Material,,,Color,,,Size,,,Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Railing Systems & Components,,73045031,Custom Finyline Wh Gate Rd - w/Black Alum Balusters,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,,,,73045031,,Building Materials>Decking & Porch>Railing,"Wh Gate Rd, 73045031, 36 in Height, aluminum, Black Baluster Style",WH GATE RD 36IN ALUM BLK BLK,"73045031 Wh Gate Rd, 36 in Height, aluminum, Black Baluster Style, Black","Wh Gate Rd, 36 in Height, aluminum, Black Baluster Style, Black","Wh Gate Rd, 36 in Height, aluminum, Black Baluster Style, Black",,36 in,,,,,,,,,,,,,,,,,,,,,,,,,Wh Gate Rd,Product Name,Wh Gate Rd,,Length,,,Height,36,in,Material,aluminum,,Baluster Style,Black,,Orientation,,,Color,Black,,Assembly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30151800,,,,,,,,36,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Railing Systems & Components,,543340126,"6'x36"" Select Alm w/Sq Bal Hor - Assembled Black Rail Panel",TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX,,543340126,,Building Materials>Decking & Porch>Railing,"Boise Cascade Building Materials TREX, Select Alm, 543340126",SELECT ALM 36IN ALM SQUARE BLK,"TREX 543340126 Select Alm, 36 in Height, Alm, square Baluster Style, horizontal Orientation, Black, assembled Assembly","TREX Select Alm, 36 in Height, Alm, square Baluster Style, horizontal Orientation, Black, assembled Assembly","Select Alm, 36 in Height, Alm, square Baluster Style, horizontal Orientation, Black, assembled Assembly",,36 in,,,,,,,,,,,,,,,,,,,,,,,,,Select Alm,Product Name,Select Alm,,Length,,,Height,36,in,Material,Alm,,Baluster Style,square,,Orientation,horizontal,,Color,Black,,Assembly,assembled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30151800,,,,,,,,36,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Railing Systems & Components,,543340127,"6'x36"" Select Alm w/Sq Bal Str - Assembled Black Rail Panel",TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX,,543340127,,Building Materials>Decking & Porch>Railing,"Boise Cascade Building Materials TREX, Select Alm, 543340127",SELECT ALM 36IN ALM SQ BAL STR BLK,"TREX 543340127 Select Alm, 36 in Height, Alm, Sq Bal Baluster Style, Str Orientation, Black, assembled Assembly","TREX Select Alm, 36 in Height, Alm, Sq Bal Baluster Style, Str Orientation, Black, assembled Assembly","Select Alm, 36 in Height, Alm, Sq Bal Baluster Style, Str Orientation, Black, assembled Assembly",,36 in,,,,,,,,,,,,,,,,,,,,,,,,,Select Alm,Product Name,Select Alm,,Length,,,Height,36,in,Material,Alm,,Baluster Style,Sq Bal,,Orientation,Str,,Color,Black,,Assembly,assembled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30151800,,,,,,,,36,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Railing Systems & Components,,543340146,"8'x36"" Select Alm w/Sq Bal Hor - Assembled Black Rail Panel",TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX,,543340146,,Building Materials>Decking & Porch>Railing,"Boise Cascade Building Materials TREX, Select Alm, 543340146",SELECT ALM 36IN ALM SQUARE BLK,"TREX 543340146 Select Alm, 36 in Height, Alm, square Baluster Style, horizontal Orientation, Black, assembled Assembly","TREX Select Alm, 36 in Height, Alm, square Baluster Style, horizontal Orientation, Black, assembled Assembly","Select Alm, 36 in Height, Alm, square Baluster Style, horizontal Orientation, Black, assembled Assembly",,36 in,,,,,,,,,,,,,,,,,,,,,,,,,Select Alm,Product Name,Select Alm,,Length,,,Height,36,in,Material,Alm,,Baluster Style,square,,Orientation,horizontal,,Color,Black,,Assembly,assembled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30151800,,,,,,,,36,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Railing Systems & Components,,543340147,"8'x36"" Select Alm w/Sq Bal Str - Assembled Black Rail Panel",TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX,,543340147,,Building Materials>Decking & Porch>Railing,"Boise Cascade Building Materials TREX, Select Alm, 543340147",SELECT ALM 36IN ALM SQUARE STR BLK,"TREX 543340147 Select Alm, 36 in Height, Alm, square Baluster Style, Str Orientation, Black, assembled Assembly","TREX Select Alm, 36 in Height, Alm, square Baluster Style, Str Orientation, Black, assembled Assembly","Select Alm, 36 in Height, Alm, square Baluster Style, Str Orientation, Black, assembled Assembly",,36 in,,,,,,,,,,,,,,,,,,,,,,,,,Select Alm,Product Name,Select Alm,,Length,,,Height,36,in,Material,Alm,,Baluster Style,square,,Orientation,Str,,Color,Black,,Assembly,assembled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30151800,,,,,,,,36,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Composite & PVC Decking,,ADB15516CS,1x6-16' Coastline Sq Edge - Vintage Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),Parksite,TIMBERTECH,,ADB15516CS,,Building Materials>Decking & Porch>Deck Boards,"Parksite TIMBERTECH, Composite Decking, ADB15516CS, 1 in Nominal Thickness",COMPOSITE DECKING 1IN 6IN 16FT PVC AZEK,"TIMBERTECH ADB15516CS Composite Decking, 1 in Nominal Thickness, 6 in Nominal Width, 16 ft Length, PVC","TIMBERTECH Composite Decking, 1 in Nominal Thickness, 6 in Nominal Width, 16 ft Length, PVC, Sq Edge Edge Profile, Vintage, Coastline Collection, Azek Board Type, Vintage Surface","Composite Decking, 1 in Nominal Thickness, 6 in Nominal Width, 16 ft Length, PVC, Sq Edge Edge Profile, Vintage",,1 in,6 in,16 ft,,,,,,,,,,,,,,,,,,,,,,,,Nominal Thickness,1,in,Nominal Width,6,in,Length,16,ft,Material,PVC,,Edge Profile,Sq Edge,,Color,Vintage,,Collection,Coastline,,Board Type,Azek,,Surface,Vintage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103604,,,,,,16,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Composite & PVC Decking,,ADB15520CS,1x6-20' Coastline Sq Edge - Vintage Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),Parksite,TIMBERTECH,,ADB15520CS,,Building Materials>Decking & Porch>Deck Boards,"Parksite TIMBERTECH, Composite Decking, ADB15520CS, 1 in Nominal Thickness",COMPOSITE DECKING 1IN 6IN 20FT PVC AZEK,"TIMBERTECH ADB15520CS Composite Decking, 1 in Nominal Thickness, 6 in Nominal Width, 20 ft Length, PVC","TIMBERTECH Composite Decking, 1 in Nominal Thickness, 6 in Nominal Width, 20 ft Length, PVC, square edge Edge Profile, Coastline, Vintage Collection, Azek Board Type","Composite Decking, 1 in Nominal Thickness, 6 in Nominal Width, 20 ft Length, PVC, square edge Edge Profile, Coastline",,1 in,6 in,20 ft,,,,,,,,,,,,,,,,,,,,,,,,Nominal Thickness,1,in,Nominal Width,6,in,Length,20,ft,Material,PVC,,Edge Profile,square edge,,Color,Coastline,,Collection,Vintage,,Board Type,Azek,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103604,,,,,,20,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Composite & PVC Decking,,ADB15516EW,1x6-16' English Walnut Sq Edge - Vintage Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),Parksite,TIMBERTECH,,ADB15516EW,,Building Materials>Decking & Porch>Deck Boards,"Parksite TIMBERTECH, Composite Decking, ADB15516EW, 1 in Nominal Thickness",COMPOSITE DECKING 1IN 6IN 16FT PVC AZEK,"TIMBERTECH ADB15516EW Composite Decking, 1 in Nominal Thickness, 6 in Nominal Width, 16 ft Length, PVC","TIMBERTECH Composite Decking, 1 in Nominal Thickness, 6 in Nominal Width, 16 ft Length, PVC, square edge Edge Profile, English Walnut, Vintage Collection, Azek Board Type","Composite Decking, 1 in Nominal Thickness, 6 in Nominal Width, 16 ft Length, PVC, square edge Edge Profile",,1 in,6 in,16 ft,,,,,,,,,,,,,,,,,,,,,,,,Nominal Thickness,1,in,Nominal Width,6,in,Length,16,ft,Material,PVC,,Edge Profile,square edge,,Color,English Walnut,,Collection,Vintage,,Board Type,Azek,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103604,,,,,,16,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Composite & PVC Decking,,ADB15520EW,1x6-20' English Walnut Sq Edge - Vintage Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),Parksite,TIMBERTECH,,ADB15520EW,,Building Materials>Decking & Porch>Deck Boards,"Parksite TIMBERTECH, Composite Decking, ADB15520EW, 1 in Nominal Thickness",COMPOSITE DECKING 1IN 6IN 20FT PVC AZEK,"TIMBERTECH ADB15520EW Composite Decking, 1 in Nominal Thickness, 6 in Nominal Width, 20 ft Length, PVC","TIMBERTECH Composite Decking, 1 in Nominal Thickness, 6 in Nominal Width, 20 ft Length, PVC, square edge Edge Profile, English Walnut, Vintage Collection, Azek Board Type","Composite Decking, 1 in Nominal Thickness, 6 in Nominal Width, 20 ft Length, PVC, square edge Edge Profile",,1 in,6 in,20 ft,,,,,,,,,,,,,,,,,,,,,,,,Nominal Thickness,1,in,Nominal Width,6,in,Length,20,ft,Material,PVC,,Edge Profile,square edge,,Color,English Walnut,,Collection,Vintage,,Board Type,Azek,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103604,,,,,,20,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Composite & PVC Decking,,ADB15516MH,1x6-16' Mahogany Sq Edge - Vintage Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),Parksite,TIMBERTECH,,ADB15516MH,,Building Materials>Decking & Porch>Deck Boards,"Parksite TIMBERTECH, Composite Decking, ADB15516MH, 1 in Nominal Thickness",COMPOSITE DECKING 1IN 6IN 16FT PVC AZEK,"TIMBERTECH ADB15516MH Composite Decking, 1 in Nominal Thickness, 6 in Nominal Width, 16 ft Length, PVC","TIMBERTECH Composite Decking, 1 in Nominal Thickness, 6 in Nominal Width, 16 ft Length, PVC, square edge Edge Profile, Vintage, Azek Collection, Decking Board Type, Mahogany Surface","Composite Decking, 1 in Nominal Thickness, 6 in Nominal Width, 16 ft Length, PVC, square edge Edge Profile, Vintage",,1 in,6 in,16 ft,,,,,,,,,,,,,,,,,,,,,,,,Nominal Thickness,1,in,Nominal Width,6,in,Length,16,ft,Material,PVC,,Edge Profile,square edge,,Color,Vintage,,Collection,Azek,,Board Type,Decking,,Surface,Mahogany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103604,,,,,,16,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
